"thread_title";"thread_title_link";"author";"replies";"views";"lastuser";"lastuser_link";"lastpost_link";"lastpost_datetime"
"I feel something on my testicles! pls help. Read more: Prostate Forum - I feel somet";"http://www.cancerforums.net/threads/15740-I-feel-something-on-my-testicles!-pls-help-Read-more-Prostate-Forum-I-feel-somet";"Irwin";1;5;"Replicant";"http://www.cancerforums.net/members/3361-Replicant";"http://www.cancerforums.net/threads/15740-I-feel-something-on-my-testicles!-pls-help-Read-more-Prostate-Forum-I-feel-somet?p=82331#post82331";"02-07-2011, 03:58 PM"
"I got a secong opnion and still confused";"http://www.cancerforums.net/threads/41232-I-got-a-secong-opnion-and-still-confused";"lzicc";14;2;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/41232-I-got-a-secong-opnion-and-still-confused?p=256060#post256060";"10-14-2014, 07:16 PM"
"I got the results of my CT scan and they are normal.";"http://www.cancerforums.net/threads/40924-I-got-the-results-of-my-CT-scan-and-they-are-normal";"lzicc";7;1;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/40924-I-got-the-results-of-my-CT-scan-and-they-are-normal?p=253737#post253737";"09-24-2014, 12:15 AM"
"I Guess I'm Paranoid!";"http://www.cancerforums.net/threads/47878-I-Guess-I-m-Paranoid!";"SeaCock";15;1;"Todd1963";"http://www.cancerforums.net/members/119422-Todd1963";"http://www.cancerforums.net/threads/47878-I-Guess-I-m-Paranoid!?p=308771#post308771";"05-09-2016, 10:20 PM"
"I Guess I've Joined the Cub";"http://www.cancerforums.net/threads/44481-I-Guess-I-ve-Joined-the-Cub";"FFF";11;2;"FFF";"http://www.cancerforums.net/members/116171-FFF";"http://www.cancerforums.net/threads/44481-I-Guess-I-ve-Joined-the-Cub?p=282236#post282236";"06-10-2015, 02:58 AM"
"I guess it's my turn";"http://www.cancerforums.net/threads/44702-I-guess-it-s-my-turn";"Frenchy";114;30;"Bravehardon";"http://www.cancerforums.net/members/106840-Bravehardon";"http://www.cancerforums.net/threads/44702-I-guess-it-s-my-turn?p=316683#post316683";"08-30-2016, 01:23 AM"
"i have a question about prostrate issues";"http://www.cancerforums.net/threads/47232-i-have-a-question-about-prostrate-issues";"bob";3;803;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/47232-i-have-a-question-about-prostrate-issues?p=303553#post303553";"02-23-2016, 08:52 AM"
"I have finally decided on the treatment. Question about travel after surgery.";"http://www.cancerforums.net/threads/42602-I-have-finally-decided-on-the-treatment-Question-about-travel-after-surgery";"Logic1";20;5;"shu246";"http://www.cancerforums.net/members/106140-shu246";"http://www.cancerforums.net/threads/42602-I-have-finally-decided-on-the-treatment-Question-about-travel-after-surgery?p=267885#post267885";"01-30-2015, 05:00 AM"
"I have it, now I need info.";"http://www.cancerforums.net/threads/9773-I-have-it-now-I-need-info";"Bruce";1;2;"Replicant";"http://www.cancerforums.net/members/3361-Replicant";"http://www.cancerforums.net/threads/9773-I-have-it-now-I-need-info?p=49846#post49846";"07-19-2009, 11:11 PM"
"I have received one Hormone Treatment and will receive another 7/9 then Radiation.";"http://www.cancerforums.net/threads/32019-I-have-received-one-Hormone-Treatment-and-will-receive-another-7-9-then-Radiation";"Friendly";2;1;"Friendly";"http://www.cancerforums.net/members/104117-Friendly";"http://www.cancerforums.net/threads/32019-I-have-received-one-Hormone-Treatment-and-will-receive-another-7-9-then-Radiation?p=192475#post192475";"06-23-2013, 10:47 AM"
"I have to have a DRE!";"http://www.cancerforums.net/threads/31890-I-have-to-have-a-DRE!";"GlenBLK";23;6;"GlenBLK";"http://www.cancerforums.net/members/104379-GlenBLK";"http://www.cancerforums.net/threads/31890-I-have-to-have-a-DRE!?p=205815#post205815";"09-17-2013, 06:25 PM"
"I may have to ride this train!";"http://www.cancerforums.net/threads/27216-I-may-have-to-ride-this-train!";"warren";17;5;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/27216-I-may-have-to-ride-this-train!?p=159429#post159429";"12-08-2012, 03:43 AM"
"I need a Glass-Half-Full session here:";"http://www.cancerforums.net/threads/45850-I-need-a-Glass-Half-Full-session-here";"Davis";21;4;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/45850-I-need-a-Glass-Half-Full-session-here?p=292040#post292040";"09-27-2015, 01:33 AM"
"I Need a Good Surgeon in Illinois";"http://www.cancerforums.net/threads/47150-I-Need-a-Good-Surgeon-in-Illinois";"ronwoj67";8;857;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/47150-I-Need-a-Good-Surgeon-in-Illinois?p=302904#post302904";"02-14-2016, 08:13 PM"
"I need advise, please help (Prostatic intraepithelial neoplasia, PIN)";"http://www.cancerforums.net/threads/16182-I-need-advise-please-help-(Prostatic-intraepithelial-neoplasia-PIN)";"silvestri";4;2;"neutrondbob";"http://www.cancerforums.net/members/14910-neutrondbob";"http://www.cancerforums.net/threads/16182-I-need-advise-please-help-(Prostatic-intraepithelial-neoplasia-PIN)?p=85254#post85254";"03-15-2011, 01:46 PM"
"I need help!";"http://www.cancerforums.net/threads/36078-I-need-help!";"jbdubose";5;1;"jbdubose";"http://www.cancerforums.net/members/108792-jbdubose";"http://www.cancerforums.net/threads/36078-I-need-help!?p=221766#post221766";"01-09-2014, 10:21 PM"
"I need some help";"http://www.cancerforums.net/threads/25334-I-need-some-help";"woodrow585";4;2;"wishbone";"http://www.cancerforums.net/members/35628-wishbone";"http://www.cancerforums.net/threads/25334-I-need-some-help?p=146054#post146054";"09-17-2012, 01:43 AM"
"I need some support...";"http://www.cancerforums.net/threads/39467-I-need-some-support";"mom2two";24;7;"scratch";"http://www.cancerforums.net/members/25758-scratch";"http://www.cancerforums.net/threads/39467-I-need-some-support?p=247774#post247774";"07-27-2014, 09:01 PM"
"I need to stay off the internet";"http://www.cancerforums.net/threads/37583-I-need-to-stay-off-the-internet";"35coupe";2;1;"Walnut";"http://www.cancerforums.net/members/106757-Walnut";"http://www.cancerforums.net/threads/37583-I-need-to-stay-off-the-internet?p=232211#post232211";"03-25-2014, 05:04 PM"
"I now have a catheter...";"http://www.cancerforums.net/threads/41214-I-now-have-a-catheter";"doroark";35;8;"Walnut";"http://www.cancerforums.net/members/106757-Walnut";"http://www.cancerforums.net/threads/41214-I-now-have-a-catheter?p=260746#post260746";"11-25-2014, 12:44 AM"
"I refused the biopsy. Urologist not happy and arrogant...";"http://www.cancerforums.net/threads/45035-I-refused-the-biopsy-Urologist-not-happy-and-arrogant";"borddeleau54";45;9;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/45035-I-refused-the-biopsy-Urologist-not-happy-and-arrogant?p=286546#post286546";"07-30-2015, 09:13 PM"
"I see the newest US News Hospital Rankings are out.....";"http://www.cancerforums.net/threads/44947-I-see-the-newest-US-News-Hospital-Rankings-are-out";"Ron_G";12;2;"Ron_G";"http://www.cancerforums.net/members/114947-Ron_G";"http://www.cancerforums.net/threads/44947-I-see-the-newest-US-News-Hospital-Rankings-are-out?p=285904#post285904";"07-22-2015, 11:27 PM"
"I think I read too many horror stories...";"http://www.cancerforums.net/threads/45223-I-think-I-read-too-many-horror-stories";"chalk1up";5;1;"Michael F";"http://www.cancerforums.net/members/109130-Michael-F";"http://www.cancerforums.net/threads/45223-I-think-I-read-too-many-horror-stories?p=288157#post288157";"08-17-2015, 05:27 PM"
"I think I'm doing the happy dance but not sure.....What units is PSA reported in?";"http://www.cancerforums.net/threads/45291-I-think-I-m-doing-the-happy-dance-but-not-sure-What-units-is-PSA-reported-in";"mom2two";6;1;"Michael F";"http://www.cancerforums.net/members/109130-Michael-F";"http://www.cancerforums.net/threads/45291-I-think-I-m-doing-the-happy-dance-but-not-sure-What-units-is-PSA-reported-in?p=289330#post289330";"08-27-2015, 03:40 PM"
"I thought I was done !!!";"http://www.cancerforums.net/threads/18897-I-thought-I-was-done-!!!";"Curt";5;3;"Curt";"http://www.cancerforums.net/members/26463-Curt";"http://www.cancerforums.net/threads/18897-I-thought-I-was-done-!!!?p=104028#post104028";"10-12-2011, 01:09 AM"
"I was diagnosed 3 weeks ago with prostate cancer. Type of surgery.";"http://www.cancerforums.net/threads/41879-I-was-diagnosed-3-weeks-ago-with-prostate-cancer-Type-of-surgery";"Cvmiller";10;3;"Walnut";"http://www.cancerforums.net/members/106757-Walnut";"http://www.cancerforums.net/threads/41879-I-was-diagnosed-3-weeks-ago-with-prostate-cancer-Type-of-surgery?p=261337#post261337";"12-01-2014, 04:49 PM"
"I was told yesterday my PSA was 17.8...";"http://www.cancerforums.net/threads/31123-I-was-told-yesterday-my-PSA-was-17-8";"Notpretty";33;13;"shopho0";"http://www.cancerforums.net/members/104541-shopho0";"http://www.cancerforums.net/threads/31123-I-was-told-yesterday-my-PSA-was-17-8?p=192401#post192401";"06-22-2013, 06:33 PM"
"I was wondering if anyone else experienced this as a symptom of Prostate Cancer.";"http://www.cancerforums.net/threads/31622-I-was-wondering-if-anyone-else-experienced-this-as-a-symptom-of-Prostate-Cancer";"Friendly";27;4;"Friendly";"http://www.cancerforums.net/members/104117-Friendly";"http://www.cancerforums.net/threads/31622-I-was-wondering-if-anyone-else-experienced-this-as-a-symptom-of-Prostate-Cancer?p=191268#post191268";"06-14-2013, 03:10 AM"
"I week Post Op update";"http://www.cancerforums.net/threads/31086-I-week-Post-Op-update";"jfd";2;958;"Rudyh";"http://www.cancerforums.net/members/101441-Rudyh";"http://www.cancerforums.net/threads/31086-I-week-Post-Op-update?p=185196#post185196";"05-01-2013, 09:21 PM"
"I wish they never invented the PSA test";"http://www.cancerforums.net/threads/46152-I-wish-they-never-invented-the-PSA-test";"35coupe";18;3;"goatts";"http://www.cancerforums.net/members/114524-goatts";"http://www.cancerforums.net/threads/46152-I-wish-they-never-invented-the-PSA-test?p=294673#post294673";"10-24-2015, 06:29 PM"
"I wish....";"http://www.cancerforums.net/threads/33023-I-wish";"azsunshine";1;777;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/33023-I-wish?p=200121#post200121";"08-10-2013, 11:55 PM"
"I'd never join a club...";"http://www.cancerforums.net/threads/22059-I-d-never-join-a-club";"Bobbiesan";5;2;"Bobbiesan";"http://www.cancerforums.net/members/29944-Bobbiesan";"http://www.cancerforums.net/threads/22059-I-d-never-join-a-club?p=123151#post123151";"03-10-2012, 01:41 PM"
"I'm 3+4=7 Gleason score";"http://www.cancerforums.net/threads/40703-I-m-3-4-7-Gleason-score";"Teddy";2;1;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/40703-I-m-3-4-7-Gleason-score?p=252099#post252099";"09-10-2014, 03:24 AM"
"I'm afraid I have prostate cancer. 25 years old.";"http://www.cancerforums.net/threads/16033-I-m-afraid-I-have-prostate-cancer-25-years-old";"random321";14;21;"Putt";"http://www.cancerforums.net/members/17267-Putt";"http://www.cancerforums.net/threads/16033-I-m-afraid-I-have-prostate-cancer-25-years-old?p=84559#post84559";"03-07-2011, 06:51 PM"
"I'm back, and freakout time again";"http://www.cancerforums.net/threads/41464-I-m-back-and-freakout-time-again";"Pratoman";20;3;"Pratoman";"http://www.cancerforums.net/members/71581-Pratoman";"http://www.cancerforums.net/threads/41464-I-m-back-and-freakout-time-again?p=258077#post258077";"11-02-2014, 02:34 AM"
"I'm Confused by Han and Partin Table Stats";"http://www.cancerforums.net/threads/43461-I-m-Confused-by-Han-and-Partin-Table-Stats";"pjr";7;2;"pjr";"http://www.cancerforums.net/members/114693-pjr";"http://www.cancerforums.net/threads/43461-I-m-Confused-by-Han-and-Partin-Table-Stats?p=274058#post274058";"03-19-2015, 11:38 AM"
"I'm Coping with Post-Surgery Changes";"http://www.cancerforums.net/threads/43311-I-m-Coping-with-Post-Surgery-Changes";"FrankP";14;4;"FrankP";"http://www.cancerforums.net/members/115042-FrankP";"http://www.cancerforums.net/threads/43311-I-m-Coping-with-Post-Surgery-Changes?p=279003#post279003";"05-04-2015, 05:35 PM"
"I'm freezing and don't know why";"http://www.cancerforums.net/threads/28027-I-m-freezing-and-don-t-know-why";"Gimmy";13;3;"Gimmy";"http://www.cancerforums.net/members/96076-Gimmy";"http://www.cancerforums.net/threads/28027-I-m-freezing-and-don-t-know-why?p=172443#post172443";"02-13-2013, 03:25 AM"
"I'm getting worked up, first biopsy next week.";"http://www.cancerforums.net/threads/44196-I-m-getting-worked-up-first-biopsy-next-week";"Davis";31;8;"Davis 928";"http://www.cancerforums.net/members/115888-Davis-928";"http://www.cancerforums.net/threads/44196-I-m-getting-worked-up-first-biopsy-next-week?p=283614#post283614";"06-25-2015, 02:35 PM"
"I'm glad you all are here.";"http://www.cancerforums.net/threads/41757-I-m-glad-you-all-are-here";"Webheadfred";2;1;"organic farmer";"http://www.cancerforums.net/members/113088-organic-farmer";"http://www.cancerforums.net/threads/41757-I-m-glad-you-all-are-here?p=260254#post260254";"11-20-2014, 07:58 PM"
"I'm going for my 90-day post-da Vinci PSA. How low should my score be?";"http://www.cancerforums.net/threads/30141-I-m-going-for-my-90-day-post-da-Vinci-PSA-How-low-should-my-score-be";"Brian";6;2;"Sarg";"http://www.cancerforums.net/members/81594-Sarg";"http://www.cancerforums.net/threads/30141-I-m-going-for-my-90-day-post-da-Vinci-PSA-How-low-should-my-score-be?p=178975#post178975";"03-22-2013, 01:09 PM"
"I'M Home!";"http://www.cancerforums.net/threads/32812-I-M-Home!";"Ralph";14;3;"ddayglo";"http://www.cancerforums.net/members/104661-ddayglo";"http://www.cancerforums.net/threads/32812-I-M-Home!?p=199598#post199598";"08-07-2013, 05:04 PM"
"I'm in hell";"http://www.cancerforums.net/threads/20086-I-m-in-hell";"async";33;10;"Sparky480";"http://www.cancerforums.net/members/29547-Sparky480";"http://www.cancerforums.net/threads/20086-I-m-in-hell?p=124188#post124188";"03-18-2012, 06:23 AM"
"I'm reading conflicting advice about masturbation after da Vinci surgery";"http://www.cancerforums.net/threads/30058-I-m-reading-conflicting-advice-about-masturbation-after-da-Vinci-surgery";"Brian";4;8;"Dunbar";"http://www.cancerforums.net/members/30305-Dunbar";"http://www.cancerforums.net/threads/30058-I-m-reading-conflicting-advice-about-masturbation-after-da-Vinci-surgery?p=177847#post177847";"03-16-2013, 09:13 AM"
"I'm scheduled for open surgery";"http://www.cancerforums.net/threads/41289-I-m-scheduled-for-open-surgery";"lzicc";4;1;"jnight72";"http://www.cancerforums.net/members/109425-jnight72";"http://www.cancerforums.net/threads/41289-I-m-scheduled-for-open-surgery?p=256417#post256417";"10-17-2014, 10:39 PM"
"I'm still in the Club!";"http://www.cancerforums.net/threads/49376-I-m-still-in-the-Club!?s=7425222891ad50eb28bb980913228222";"jdsky";5;307;"Michael F";"http://www.cancerforums.net/members/109130-Michael-F?s=7425222891ad50eb28bb980913228222";"http://www.cancerforums.net/threads/49376-I-m-still-in-the-Club!?s=7425222891ad50eb28bb980913228222&p=321907#post321907";"11-08-2016, 01:57 AM"
"I'm Still Speechless";"http://www.cancerforums.net/threads/10815-I-m-Still-Speechless";"Sephie";3;2;"Jean222";"http://www.cancerforums.net/members/14717-Jean222";"http://www.cancerforums.net/threads/10815-I-m-Still-Speechless?p=55768#post55768";"10-18-2009, 10:32 PM"
"I'm that guy";"http://www.cancerforums.net/threads/46581-I-m-that-guy";"Inquiring";16;3;"jdsky";"http://www.cancerforums.net/members/116302-jdsky";"http://www.cancerforums.net/threads/46581-I-m-that-guy?p=298315#post298315";"12-15-2015, 11:55 PM"
"I've been pad free now for a month or so";"http://www.cancerforums.net/threads/44226-I-ve-been-pad-free-now-for-a-month-or-so";"lzicc";11;3;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/44226-I-ve-been-pad-free-now-for-a-month-or-so?p=280518#post280518";"05-20-2015, 09:03 PM"
"I've Made Myself a Victim of PSA Anxiety";"http://www.cancerforums.net/threads/12979-I-ve-Made-Myself-a-Victim-of-PSA-Anxiety";"Travelingman";4;6;"Replicant";"http://www.cancerforums.net/members/3361-Replicant";"http://www.cancerforums.net/threads/12979-I-ve-Made-Myself-a-Victim-of-PSA-Anxiety?p=67920#post67920";"05-14-2010, 08:49 PM"
"Ice caps to prevent chemotherapy-induced hair loss";"http://www.cancerforums.net/threads/11140-Ice-caps-to-prevent-chemotherapy-induced-hair-loss";"panascope";3;3;"panascope";"http://www.cancerforums.net/members/17197-panascope";"http://www.cancerforums.net/threads/11140-Ice-caps-to-prevent-chemotherapy-induced-hair-loss?p=57585#post57585";"11-15-2009, 10:14 AM"
